1.2589254117941663e-09	0.0
1.4125375446227555e-09	0.0
1.584893192461111e-09	0.0
1.7782794100389228e-09	0.0
1.9952623149688828e-09	0.0
2.2387211385683377e-09	0.0
2.511886431509582e-09	0.0
2.8183829312644493e-09	0.0
3.1622776601683795e-09	0.0
3.5481338923357603e-09	0.0
3.981071705534969e-09	0.0
4.466835921509635e-09	0.0
5.011872336272715e-09	0.0
5.623413251903491e-09	0.0
6.309573444801943e-09	0.0
7.0794578438413736e-09	0.0
7.943282347242822e-09	0.0
8.912509381337441e-09	0.0
1e-08	0.0
1.122018454301963e-08	0.0
1.2589254117941661e-08	0.0
1.4125375446227554e-08	0.0
1.5848931924611143e-08	0.0
1.7782794100389228e-08	0.0
1.9952623149688786e-08	0.0
2.2387211385683378e-08	0.0
2.511886431509582e-08	0.0
2.818382931264455e-08	0.0
3.162277660168379e-08	0.0
3.548133892335753e-08	0.0
3.981071705534969e-08	0.0
4.4668359215096346e-08	0.0
5.011872336272725e-08	0.0
5.6234132519034905e-08	0.0
6.30957344480193e-08	0.0
7.079457843841373e-08	0.0
7.943282347242822e-08	0.0
8.912509381337459e-08	0.0
1e-07	0.0
1.122018454301963e-07	0.0
1.2589254117941662e-07	0.0
1.4125375446227555e-07	0.0
1.584893192461114e-07	0.0
1.7782794100389227e-07	0.0
1.9952623149688787e-07	0.0
2.2387211385683377e-07	0.0
2.5118864315095823e-07	0.0
2.818382931264455e-07	0.0
3.162277660168379e-07	0.0
3.548133892335753e-07	0.0
3.981071705534969e-07	0.0
4.466835921509635e-07	0.0
5.011872336272725e-07	0.0
5.62341325190349e-07	0.0
6.30957344480193e-07	0.0
7.079457843841374e-07	0.0
7.943282347242822e-07	0.0
8.912509381337459e-07	0.0
1e-06	0.0
1.122018454301963e-06	0.0
1.2589254117941661e-06	0.0
1.4125375446227554e-06	0.0
1.584893192461114e-06	0.0
1.778279410038923e-06	0.0
1.9952623149688787e-06	0.0
2.2387211385683376e-06	0.0
